"","age","Nbhat","Nbmin","Nbmax","Icehat","Icemin","Icemax"
"55",55,0.150442759443138,0.121230376965649,0.179655141920627,828.5285663057,823.462833415827,833.594299195572
"56",56,0.151209879243867,0.120585550642424,0.181834207845309,831.163872394792,826.609154015833,835.71859077375
"57",57,0.151782077749468,0.120070170654208,0.183493984844728,831.13942821798,826.91703201526,835.3618244207
"58",58,0.15210434264798,0.119759383349938,0.184449301946022,838.63239614265,833.668856370284,843.595935915016
"59",59,0.152121661627436,0.119726574249422,0.18451674900545,862.867747731461,858.099818843122,867.6356766198
"60",60,0.151779022375873,0.120039177701024,0.183518867050721,900.605722626294,896.440036936424,904.771408316164
"61",61,0.151037938834977,0.120727854294261,0.181348023375693,939.881836538556,935.09596192733,944.667711149783
"62",62,0.149926029961036,0.121704552876736,0.178147507045336,968.723992458767,963.774491543026,973.673493374509
"63",63,0.148487440963988,0.122836876533579,0.174138005394396,982.383397098926,978.170390800607,986.596403397244
"64",64,0.146766317053769,0.123973918919653,0.169558715187885,985.822164187131,981.248977441574,990.395350932689
"65",65,0.14480680344032,0.124943970928912,0.164669635951728,984.679902029238,979.621072854619,989.738731203856
"66",66,0.142653045333576,0.125552266600506,0.159753824066647,981.510312752855,977.157993940816,985.862631564894
"67",67,0.140349187943478,0.12558955312849,0.155108822758465,970.653805415677,966.283080079326,975.024530752027
"68",68,0.137939376479961,0.124876741045204,0.151002011914718,945.099364152617,940.035347654498,950.163380650736
"69",69,0.135467756152966,0.123365885753828,0.147569626552104,900.176996756824,895.626733350264,904.727260163383
"70",70,0.132978472172427,0.121233939148575,0.14472300519628,844.31721311488,840.094125709459,848.5403005203
"71",71,0.130507870854023,0.118811762455393,0.142203979252652,790.50510773361,785.542159654158,795.468055813063
"72",72,0.128061102936372,0.116318245061818,0.139803960810926,750.813469801768,746.050772243486,755.576167360049
"73",73,0.125635520263842,0.113810527745857,0.137460512781827,725.546660056821,721.381677717046,729.711642396596
"74",74,0.123228474680788,0.11123564701627,0.135221302345306,706.854040559589,702.067737771605,711.640343347573
"75",75,0.120837318031571,0.108477688291429,0.133196947771713,686.843076863755,681.898772914114,691.787380813396
"76",76,0.118459402160551,0.105408730026054,0.131510074295048,662.62033466365,658.409746591442,666.830922735858
"77",77,0.116092078912091,0.101938895806851,0.130245262017331,637.946291203533,633.372073807565,642.520508599501
"78",78,0.113732700130548,0.0980457234219597,0.129419676839136,617.040078382589,611.985649566373,622.094507198805
"79",79,0.111378617660288,0.0937701569611445,0.128987078359431,602.826096901159,598.477853705208,607.17434009711
"80",80,0.109027183345664,0.0891917892843354,0.128862577406993,594.820130956757,590.448373846704,599.19188806681
