time,ice5g
1,20.12286934090048
26,14.92037555616074
51,9.718283656941271
76,12.86882366683498
101,16.01964801133334
126,21.76278754227018
151,27.50609385689576
176,27.05729407011101
201,26.60854351609932
226,29.61590292245825
251,32.62319401067425
276,35.0543380881137
301,37.48529629649445
326,34.87583558506934
351,32.26607145367013
376,30.23196504401453
401,28.19743766346862
426,26.45044049516293
451,24.70290480505094
476,25.40285646567277
501,26.10215205571536
526,21.61659119504428
551,17.13046560312314
576,19.55615636866907
601,21.98156656817787
626,27.71895280801769
651,33.45634264703382
676,28.53750970007806
701,23.6189645175119
726,24.31704337440731
751,25.01569416090531
776,28.5951585454923
801,32.17547902489547
826,30.14060348925603
851,28.10686821364607
876,25.35439038420211
901,22.60333698000092
926,27.77412394481814
951,32.94661950009127
976,23.576462819735
1001,14.20829889186954
1026,15.35457742840307
1051,16.50282296332763
1076,23.55708372790582
1101,30.61299965129568
1126,29.60613597324463
1151,28.60061561442566
1176,26.15623286210978
1201,23.71288158944721
1226,22.71045566958794
1251,21.70874938980262
1276,21.57163670606584
1301,21.434931822824
1326,18.99439915158377
1351,16.55396244125986
1376,18.14560519229325
1401,19.73703206466361
1426,18.15997759411343
1451,16.582395405321
1476,25.08447812907518
1501,33.58572129805334
1526,29.84559927322334
1551,26.10462279930437
1576,17.75476214632197
1601,9.404306259116639
1626,21.5020918048666
1651,33.59954133125959
1676,26.97613713751169
1701,20.352656139273
1726,27.5537059561989
1751,34.75493818350029
1776,30.58008906438591
1801,26.40568157051296
1826,22.95187020578476
1851,19.49875968116418
1876,11.87033520455906
1901,4.242870782927896
1926,9.576944160162226
1951,14.9122368072364
1976,14.48867915982435
2001,14.0665999945242
2026,15.80615801798154
2051,17.54720079363497
2076,18.56958981381731
2101,19.59323636380025
2126,25.51419612838179
2151,31.4361862003689
2176,27.56675437657307
2201,23.69812563778687
2226,15.65404197328764
2251,7.610534171403235
2276,10.79987700586575
2301,13.98956848054752
2326,15.59544021201673
2351,17.20143336130964
2376,14.77529489699706
2401,12.34905062811263
2426,22.73903010062278
2451,33.12867654616567
2476,27.38931867261809
2501,21.64940055158794
2526,19.65297107762603
2551,17.65593746999291
2576,20.26652174152083
2601,22.8766272302263
2626,23.32624192212466
2651,23.77550318204983
2676,21.92039401672235
2701,20.06505677027089
2726,15.32945453224014
2751,10.59374956393402
2776,12.05021865041832
2801,13.50671035747631
2826,16.11532719488416
2851,18.72409200371489
2876,17.15692305986714
2901,15.59002743829111
2926,9.991328394179426
2951,4.393028023188515
2976,9.307552489203056
3001,14.22260097538841
3026,17.26610467478392
3051,20.30988739234552
3076,16.29741170592661
3101,12.284628164191
3126,13.88743752286263
3151,15.48935215273448
3176,17.66609853424145
3201,19.84136331346616
3226,18.5587335506118
3251,17.27403531199254
3276,18.29105482957043
3301,19.30541899790095
3326,15.85268002212913
3351,12.39669882362655
3376,10.95325167576808
3401,9.505975431696591
3426,13.23875590925363
3451,16.96712041711508
3476,15.9386112018377
3501,14.90509916015939
3526,14.29860062432437
3551,13.68814817861192
3576,16.09912584259276
3601,18.50870850549066
3626,9.25377229888975
3651,0
3676,1.981059448148639
3701,3.965841712802317
3726,10.13177064788372
3751,16.30398130826441
3776,16.14753405940622
3801,15.99992744464134
3826,18.3105255663648
3851,20.63252323097597
3876,19.22307043122812
3901,17.82757608316194
3926,17.31134951693878
3951,16.81164031119116
3976,12.00957854149703
4001,7.22659301178705
4026,11.53576222927272
4051,15.86371124077573
4076,19.34494406334555
4101,22.84202446555919
4126,18.86522741694386
4151,14.90134573359955
4176,10.66090334975195
4201,6.43044411680221
4226,14.44892516755255
4251,22.47445715482774
4276,14.9530362076918
4301,7.435733982707622
4326,14.17757732279302
4351,20.92060717065739
4376,19.59907857865115
4401,18.27580428005087
4426,13.63720364390822
4451,8.993925086798445
4476,14.2808460728198
4501,19.56015694569913
4526,11.8703335563009
4551,4.172132172427602
4576,10.43465078921431
4601,16.69002141876524
4626,19.48273956164364
4651,22.26953972452476
4676,18.57081284279899
4701,14.86739798831466
4726,12.45595497833684
4751,10.04105400283969
4776,13.81552417508338
4801,17.5877663890463
4826,16.17421639376454
4851,14.75966844744108
4876,10.03262302993332
4901,5.305809668622668
4926,10.08417200053124
4951,14.86399639587555
4976,15.61375843804344
5001,16.36621254081338
5026,14.96172200605673
5051,13.56017143443703
5076,18.49745057737775
5101,23.43701100843197
5126,15.41807525362964
5151,7.400762111917372
5176,11.48116050647772
5201,15.56252283910425
5226,21.66058948240116
5251,27.75896138874066
5276,26.22504531803022
5301,24.69077583533886
5326,25.60390825115276
5351,26.51602857996207
5376,21.23459337461402
5401,15.95148740723815
5426,14.98653071914182
5451,14.01924459399394
5476,13.48131463216437
5501,12.94039656708681
5526,17.58049543092373
5551,22.21780813028718
5576,19.65258388472189
5601,17.08556984316984
5626,23.87758784398331
5651,30.66881241729732
5676,25.93934340383621
5701,21.21007733136232
5726,19.50561694929244
5751,17.80235587669633
5776,20.8529566145189
5801,23.90575303030194
5826,15.4408449647707
5851,6.979128945686937
5876,14.50565585892557
5901,22.03637118709883
5926,25.53963369421819
5951,29.04808098475841
5976,28.81808178131959
6001,28.59426371563264
6026,27.36884135246104
6051,26.14921629394899
6076,20.18239527712341
6101,14.21971367241469
6126,20.35676079424562
6151,26.49628943565034
6176,26.15724658212879
6201,25.81902735563836
6226,26.48883766496587
6251,27.15781370878195
6276,27.10510164434578
6301,27.04989742185557
6326,25.4073173228062
6351,23.76058717315997
6376,19.66079337864842
6401,15.55519164099754
6426,18.64320197863502
6451,21.72374648059026
6476,29.54816051729381
6501,37.36345085571795
6526,28.75274713577664
6551,20.13418144485294
6576,22.3101056392866
6601,24.4821246813198
6626,23.6281124150706
6651,22.77415181500302
6676,22.4982412075843
6701,22.22633908492973
6726,25.41654335938576
6751,28.61471293718831
6776,27.93469178669033
6801,27.26659275812071
6826,25.7483643850066
6851,24.2460149524033
6876,27.80169714489058
6901,31.37721509647069
6926,29.21434804467512
6951,27.0752735705543
6976,30.14614933798251
7001,33.24477444074534
7026,32.33991727754891
7051,31.46082638954229
7076,33.48386829146428
7101,35.5252103262948
7126,36.14106962995285
7151,36.76776292423784
7176,34.23344759354138
7201,31.70250011118967
7226,36.51544135003558
7251,41.32428429494516
7276,38.63703695149049
7301,35.93822517181798
7326,32.64809596761085
7351,29.33893618490399
7376,29.46313225561232
7401,29.56083160553942
7426,31.50036589436666
7451,33.40593732013114
7476,36.13784268745591
7501,38.82831918979385
7526,32.40378656458224
7551,25.94404365771029
7576,27.52279476346659
7601,29.08518649521429
7626,30.06462438960325
7651,31.04655381763551
7676,31.60838529525479
7701,32.19155921416912
7726,27.18930683573921
7751,22.22724780625625
7776,25.23508144071471
7801,28.30195933177204
7826,37.917531001483
7851,47.61099783544459
7876,43.13529233737858
7901,38.75633291121473
7926,33.61951513501541
7951,28.59829433837023
7976,36.80654909085738
8001,45.14925151968922
8026,46.71988260739283
8051,48.42325351562878
8076,62.34543971437398
8101,76.3796801522161
8126,84.89943784597227
8151,93.51056419739001
8176,86.93818861058993
8201,80.43649610001587
8226,71.11504428907072
8251,61.84358997291609
8276,65.28422853870454
8301,68.75417901784843
8326,77.28327289491916
8351,85.82099310390977
8376,82.83659851058391
8401,79.84014466774244
8426,79.5573833912532
8451,79.24187728381293
8476,82.91542297493507
8501,86.53553839630044
8526,84.91020793083241
8551,83.22466784791058
8576,94.5863999883077
8601,105.8939799612926
8626,102.3179236246062
8651,98.69377257054887
8676,101.3607746130769
