"","age","Ice"
"2230",55.726,826.4129
"2231",55.751,790.6348
"2232",55.776,789.7465
"2233",55.801,788.8593
"2234",55.826,825.1659
"2235",55.851,861.4735
"2236",55.876,869.5861
"2237",55.901,877.6997
"2238",55.926,876.5985
"2239",55.951,875.4985
"2240",55.976,872.6441
"2241",56.001,869.7908
"2242",56.026,874.3991
"2243",56.051,879.0086
"2244",56.076,880.1083
"2245",56.101,881.2093
"2246",56.126,870.4624
"2247",56.151,859.7168
"2248",56.176,853.4706
"2249",56.201,847.2257
"2250",56.226,823.428
"2251",56.251,799.6316
"2252",56.276,803.8134
"2253",56.301,807.9965
"2254",56.326,804.9399
"2255",56.351,801.8848
"2256",56.376,805.1944
"2257",56.401,808.5055
"2258",56.426,805.7838
"2259",56.451,803.0636
"2260",56.476,798.2604
"2261",56.501,793.4588
"2262",56.526,803.7991
"2263",56.551,814.141
"2264",56.576,838.9666
"2265",56.601,863.7938
"2266",56.626,876.4446
"2267",56.651,889.097
"2268",56.676,886.3914
"2269",56.701,883.6874
"2270",56.726,882.5212
"2271",56.751,881.3568
"2272",56.776,884.2536
"2273",56.801,887.1521
"2274",56.826,882.2629
"2275",56.851,877.3756
"2276",56.876,872.3805
"2277",56.901,867.3872
"2278",56.926,870.9535
"2279",56.951,874.5218
"2280",56.976,872.1676
"2281",57.001,869.8153
"2282",57.026,871.9634
"2283",57.051,874.1134
"2284",57.076,874.7296
"2285",57.101,875.3479
"2286",57.126,870.5923
"2287",57.151,865.8389
"2288",57.176,869.8648
"2289",57.201,873.8928
"2290",57.226,861.9049
"2291",57.251,849.9193
"2292",57.276,849.8946
"2293",57.301,849.8723
"2294",57.326,849.4133
"2295",57.351,848.9568
"2296",57.376,843.2363
"2297",57.401,837.5183
"2298",57.426,832.022
"2299",57.451,826.5282
"2300",57.476,826.3031
"2301",57.501,826.0804
"2302",57.526,828.4933
"2303",57.551,830.9088
"2304",57.576,835.6308
"2305",57.601,840.3553
"2306",57.626,843.2173
"2307",57.651,846.0819
"2308",57.676,842.9149
"2309",57.701,839.7506
"2310",57.726,838.893
"2311",57.751,838.038
"2312",57.776,843.8783
"2313",57.801,849.7213
"2314",57.826,854.3602
"2315",57.851,859.002
"2316",57.876,849.1644
"2317",57.901,839.3297
"2318",57.926,838.1652
"2319",57.951,837.0036
"2320",57.976,837.0517
"2321",58.001,837.1027
"2322",58.026,840.9967
"2323",58.051,844.8936
"2324",58.076,837.9318
"2325",58.101,830.9729
"2326",58.126,827.4179
"2327",58.151,823.8657
"2328",58.176,824.9242
"2329",58.201,825.9854
"2330",58.226,827.2688
"2331",58.251,828.5549
"2332",58.276,824.5773
"2333",58.301,820.6024
"2334",58.326,815.9718
"2335",58.351,811.3438
"2336",58.376,818.3478
"2337",58.401,825.3543
"2338",58.426,826.5485
"2339",58.451,827.7451
"2340",58.476,822.471
"2341",58.501,817.1993
"2342",58.526,811.7105
"2343",58.551,806.224
"2344",58.576,808.6391
"2345",58.601,811.0565
"2346",58.626,817.8645
"2347",58.651,824.6748
"2348",58.676,829.9512
"2349",58.701,835.2297
"2350",58.726,819.5551
"2351",58.751,803.8825
"2352",58.776,834.84
"2353",58.801,865.7994
"2354",58.826,874.5988
"2355",58.851,883.4002
"2356",58.876,874.1007
"2357",58.901,864.8032
"2358",58.926,833.3454
"2359",58.951,801.8894
"2360",58.976,817.7215
"2361",59.001,833.5553
"2362",59.026,860.801
"2363",59.051,888.0483
"2364",59.076,893.5742
"2365",59.101,899.1016
"2366",59.126,901.01
"2367",59.151,902.9201
"2368",59.176,898.1391
"2369",59.201,893.3596
"2370",59.226,896.7004
"2371",59.251,900.0425
"2372",59.276,895.2673
"2373",59.301,890.4934
"2374",59.326,879.6867
"2375",59.351,868.8812
"2376",59.376,851.4943
"2377",59.401,834.1085
"2378",59.426,832.7421
"2379",59.451,831.3768
"2380",59.476,835.3886
"2381",59.501,839.4015
"2382",59.526,855.9228
"2383",59.551,872.4451
"2384",59.576,865.2704
"2385",59.601,858.0967
"2386",59.626,843.6829
"2387",59.651,829.27
"2388",59.676,823.1961
"2389",59.701,817.1232
"2390",59.726,816.3173
"2391",59.751,815.5121
"2392",59.776,825.4596
"2393",59.801,835.4079
"2394",59.826,870.7005
"2395",59.851,905.9938
"2396",59.876,912.7623
"2397",59.901,919.5315
"2398",59.926,920.5961
"2399",59.951,921.6614
"2400",59.976,914.4986
"2401",60.001,907.3363
"2402",60.026,866.9315
"2403",60.051,826.527
"2404",60.076,820.3534
"2405",60.101,814.1801
"2406",60.126,840.7016
"2407",60.151,867.2234
"2408",60.176,894.0746
"2409",60.201,920.926
"2410",60.226,928.6876
"2411",60.251,936.4493
"2412",60.276,937.5186
"2413",60.301,938.588
"2414",60.326,937.0244
"2415",60.351,935.4608
"2416",60.376,926.6562
"2417",60.401,917.8515
"2418",60.426,919.7986
"2419",60.451,921.7456
"2420",60.476,933.2375
"2421",60.501,944.7292
"2422",60.526,942.8357
"2423",60.551,940.942
"2424",60.576,933.8916
"2425",60.601,926.8408
"2426",60.626,931.4193
"2427",60.651,935.9974
"2428",60.676,937.3935
"2429",60.701,938.7891
"2430",60.726,941.062
"2431",60.751,943.3344
"2432",60.776,945.0577
"2433",60.801,946.7804
"2434",60.826,945.5403
"2435",60.851,944.2996
"2436",60.876,944.0457
"2437",60.901,943.791
"2438",60.926,939.8054
"2439",60.951,935.8191
"2440",60.976,936.769
"2441",61.001,937.7182
"2442",61.026,942.0676
"2443",61.051,946.4161
"2444",61.076,946.1557
"2445",61.101,945.8945
"2446",61.126,946.839
"2447",61.151,947.7826
"2448",61.176,946.86
"2449",61.201,945.9364
"2450",61.226,945.5602
"2451",61.251,945.1828
"2452",61.276,944.914
"2453",61.301,944.644
"2454",61.326,946.5671
"2455",61.351,948.4888
"2456",61.376,948.5442
"2457",61.401,948.5982
"2458",61.426,953.6976
"2459",61.451,958.7957
"2460",61.476,961.4786
"2461",61.501,964.16
"2462",61.526,963.9875
"2463",61.551,963.8134
"2464",61.576,963.7475
"2465",61.601,963.6799
"2466",61.626,961.1971
"2467",61.651,958.7126
"2468",61.676,965.4423
"2469",61.701,972.1703
"2470",61.726,974.508
"2471",61.751,976.8439
"2472",61.776,966.8902
"2473",61.801,956.9346
"2474",61.826,968.042
"2475",61.851,979.1476
"2476",61.876,969.5154
"2477",61.901,959.8812
"2478",61.926,966.0437
"2479",61.951,972.2041
"2480",61.976,971.3409
"2481",62.001,970.4755
"2482",62.026,965.1097
"2483",62.051,959.7418
"2484",62.076,959.1991
"2485",62.101,958.6541
"2486",62.126,960.4108
"2487",62.151,962.1652
"2488",62.176,967.3184
"2489",62.201,972.4692
"2490",62.226,988.4791
"2491",62.251,1004.487
"2492",62.276,998.988
"2493",62.301,993.4869
"2494",62.326,983.485
"2495",62.351,973.4805
"2496",62.376,967.862
"2497",62.401,962.2408
"2498",62.426,965.2843
"2499",62.451,968.3251
"2500",62.476,980.0305
"2501",62.501,991.7331
"2502",62.526,996.0822
"2503",62.551,1000.428
"2504",62.576,983.1584
"2505",62.601,965.8855
"2506",62.626,971.4299
"2507",62.651,976.9714
"2508",62.676,983.607
"2509",62.701,990.2396
"2510",62.726,995.8818
"2511",62.751,1001.521
"2512",62.776,999.4769
"2513",62.801,997.4298
"2514",62.826,987.2608
"2515",62.851,977.0885
"2516",62.876,984.3574
"2517",62.901,991.623
"2518",62.926,996.4716
"2519",62.951,1001.317
"2520",62.976,995.0778
"2521",63.001,988.8352
"2522",63.026,987.4167
"2523",63.051,985.9946
"2524",63.076,993.4558
"2525",63.101,1000.913
"2526",63.126,1006.612
"2527",63.151,1012.307
"2528",63.176,1009.441
"2529",63.201,1006.571
"2530",63.226,1005.014
"2531",63.251,1003.454
"2532",63.276,1001.999
"2533",63.301,1000.54
"2534",63.326,997.6516
"2535",63.351,994.7591
"2536",63.376,1006.016
"2537",63.401,1017.268
"2538",63.426,1011.621
"2539",63.451,1005.97
"2540",63.476,996.6945
"2541",63.501,987.4148
"2542",63.526,1001.5
"2543",63.551,1015.581
"2544",63.576,1008.702
"2545",63.601,1001.82
"2546",63.626,997.5663
"2547",63.651,993.3084
"2548",63.676,992.3376
"2549",63.701,991.3625
"2550",63.726,1001.464
"2551",63.751,1011.561
"2552",63.776,1010.463
"2553",63.801,1009.361
"2554",63.826,1005.84
"2555",63.851,1002.315
"2556",63.876,1003.723
"2557",63.901,1005.126
"2558",63.926,997.5275
"2559",63.951,989.9247
"2560",63.976,985.8281
"2561",64.001,981.7267
"2562",64.026,979.4858
"2563",64.051,977.2401
"2564",64.076,976.1965
"2565",64.101,975.1481
"2566",64.126,977.9349
"2567",64.151,980.717
"2568",64.176,987.7731
"2569",64.201,994.8244
"2570",64.226,986.8402
"2571",64.251,978.8513
"2572",64.276,976.5626
"2573",64.301,974.2691
"2574",64.326,978.0051
"2575",64.351,981.7361
"2576",64.376,987.8761
"2577",64.401,994.0112
"2578",64.426,997.3986
"2579",64.451,1000.781
"2580",64.476,990.6643
"2581",64.501,980.5425
"2582",64.526,958.4571
"2583",64.551,936.3668
"2584",64.576,921.403
"2585",64.601,906.4343
"2586",64.626,907.4787
"2587",64.651,908.5183
"2588",64.676,904.8353
"2589",64.701,901.1474
"2590",64.726,906.2316
"2591",64.751,911.3109
"2592",64.776,933.5004
"2593",64.801,955.6851
"2594",64.826,963.602
"2595",64.851,971.514
"2596",64.876,985.565
"2597",64.901,999.611
"2598",64.926,982.4935
"2599",64.951,965.3711
"2600",64.976,977.0982
"2601",65.001,988.8202
"2602",65.026,993.7351
"2603",65.051,998.6449
"2604",65.076,997.6253
"2605",65.101,996.6005
"2606",65.126,1003.909
"2607",65.151,1011.212
"2608",65.176,1015.878
"2609",65.201,1020.538
"2610",65.226,1011.589
"2611",65.251,1002.634
"2612",65.276,1001.903
"2613",65.301,1001.167
"2614",65.326,1001.852
"2615",65.351,1002.532
"2616",65.376,994.8692
"2617",65.401,987.2008
"2618",65.426,983.8062
"2619",65.451,980.4064
"2620",65.476,987.5339
"2621",65.501,994.6563
"2622",65.526,991.3509
"2623",65.551,988.0402
"2624",65.576,984.1759
"2625",65.601,980.3064
"2626",65.626,973.7986
"2627",65.651,967.2856
"2628",65.676,975.7981
"2629",65.701,984.3055
"2630",65.726,984.1403
"2631",65.751,983.9699
"2632",65.776,980.2834
"2633",65.801,976.5918
"2634",65.826,969.3841
"2635",65.851,962.1712
"2636",65.876,964.1689
"2637",65.901,966.1614
"2638",65.926,971.2206
"2639",65.951,976.2745
"2640",65.976,989.1128
"2641",66.001,1001.946
"2642",66.026,995.5738
"2643",66.051,989.1965
"2644",66.076,987.751
"2645",66.101,986.3002
"2646",66.126,991.2075
"2647",66.151,996.1096
"2648",66.176,993.546
"2649",66.201,990.977
"2650",66.226,988.4029
"2651",66.251,985.8235
"2652",66.276,982.2515
"2653",66.301,978.6742
"2654",66.326,978.9317
"2655",66.351,979.1839
"2656",66.376,983.9292
"2657",66.401,988.6692
"2658",66.426,991.3195
"2659",66.451,993.9646
"2660",66.476,996.6045
"2661",66.501,999.2392
"2662",66.526,992.6528
"2663",66.551,986.0613
"2664",66.576,983.9628
"2665",66.601,981.8591
"2666",66.626,979.6406
"2667",66.651,977.4168
"2668",66.676,977.1628
"2669",66.701,976.9036
"2670",66.726,976.749
"2671",66.751,976.5892
"2672",66.776,970.0609
"2673",66.801,963.5275
"2674",66.826,959.5124
"2675",66.851,955.4921
"2676",66.876,951.5764
"2677",66.901,947.6556
"2678",66.926,960.1867
"2679",66.951,972.7126
"2680",66.976,969.5445
"2681",67.001,966.3713
"2682",67.026,963.3026
"2683",67.051,960.229
"2684",67.076,969.438
"2685",67.101,978.642
"2686",67.126,974.2365
"2687",67.151,969.826
"2688",67.176,962.7772
"2689",67.201,955.7234
"2690",67.226,965.3409
"2691",67.251,974.9534
"2692",67.276,969.6398
"2693",67.301,964.3212
"2694",67.326,949.4526
"2695",67.351,934.5789
"2696",67.376,939.229
"2697",67.401,943.8742
"2698",67.426,946.9784
"2699",67.451,950.0775
"2700",67.476,953.7202
"2701",67.501,957.3579
"2702",67.526,946.6182
"2703",67.551,935.8735
"2704",67.576,939.8253
"2705",67.601,943.7721
"2706",67.626,948.1529
"2707",67.651,952.5286
"2708",67.676,952.9497
"2709",67.701,953.3658
"2710",67.726,948.0719
"2711",67.751,942.773
"2712",67.776,937.3595
"2713",67.801,931.941
"2714",67.826,946.5951
"2715",67.851,961.2442
"2716",67.876,954.9332
"2717",67.901,948.6172
"2718",67.926,939.0049
"2719",67.951,929.3878
"2720",67.976,917.2423
"2721",68.001,905.0919
"2722",68.026,903.7981
"2723",68.051,902.4996
"2724",68.076,906.9013
"2725",68.101,911.2982
"2726",68.126,915.2517
"2727",68.151,919.2006
"2728",68.176,920.9506
"2729",68.201,922.6962
"2730",68.226,927.8384
"2731",68.251,932.9762
"2732",68.276,936.3544
"2733",68.301,939.7282
"2734",68.326,943.7562
"2735",68.351,947.78
"2736",68.376,936.6594
"2737",68.401,925.5348
"2738",68.426,924.7192
"2739",68.451,923.8997
"2740",68.476,931.3048
"2741",68.501,938.7062
"2742",68.526,932.8286
"2743",68.551,926.9473
"2744",68.576,922.4887
"2745",68.601,918.0266
"2746",68.626,920.1437
"2747",68.651,922.2575
"2748",68.676,920.857
"2749",68.701,919.4533
"2750",68.726,917.6074
"2751",68.751,915.7584
"2752",68.776,920.489
"2753",68.801,925.2166
"2754",68.826,921.9321
"2755",68.851,918.6447
"2756",68.876,908.6619
"2757",68.901,898.6762
"2758",68.926,900.4271
"2759",68.951,902.1753
"2760",68.976,902.3848
"2761",69.001,902.5918
"2762",69.026,902.5768
"2763",69.051,902.5593
"2764",69.076,907.8056
"2765",69.101,913.0496
"2766",69.126,915.329
"2767",69.151,917.6062
"2768",69.176,909.4585
"2769",69.201,901.3087
"2770",69.226,899.1911
"2771",69.251,897.0714
"2772",69.276,894.8401
"2773",69.301,892.6069
"2774",69.326,891.2496
"2775",69.351,889.8906
"2776",69.376,890.8338
"2777",69.401,891.7754
"2778",69.426,893.7028
"2779",69.451,895.6287
"2780",69.476,884.9362
"2781",69.501,874.2422
"2782",69.526,876.6028
"2783",69.551,878.962
"2784",69.576,882.7463
"2785",69.601,886.5295
"2786",69.626,871.8797
"2787",69.651,857.229
"2788",69.676,862.5449
"2789",69.701,867.86
"2790",69.726,871.0897
"2791",69.751,874.3185
"2792",69.776,875.0232
"2793",69.801,875.7272
"2794",69.826,880.3803
"2795",69.851,885.0327
"2796",69.876,887.271
"2797",69.901,889.5088
"2798",69.926,878.9099
"2799",69.951,868.3105
"2800",69.976,864.5132
"2801",70.001,860.7156
"2802",70.026,854.8333
"2803",70.051,848.9509
"2804",70.076,836.8148
"2805",70.101,824.6788
"2806",70.126,807.1669
"2807",70.151,789.6551
"2808",70.176,779.604
"2809",70.201,769.5532
"2810",70.226,766.634
"2811",70.251,763.7152
"2812",70.276,791.6262
"2813",70.301,819.5377
"2814",70.326,840.5378
"2815",70.351,861.5385
"2816",70.376,866.3024
"2817",70.401,871.067
"2818",70.426,866.1776
"2819",70.451,861.2891
"2820",70.476,860.1317
"2821",70.501,858.9753
"2822",70.526,857.0519
"2823",70.551,855.1296
"2824",70.576,853.0987
"2825",70.601,851.069
"2826",70.626,846.7366
"2827",70.651,842.4055
"2828",70.676,840.8186
"2829",70.701,839.2331
"2830",70.726,837.32
"2831",70.751,835.4085
"2832",70.776,830.2071
"2833",70.801,825.0074
"2834",70.826,821.5649
"2835",70.851,818.1241
"2836",70.876,822.1457
"2837",70.901,826.1691
"2838",70.926,825.4769
"2839",70.951,824.7866
"2840",70.976,823.4402
"2841",71.001,822.0959
"2842",71.026,814.3905
"2843",71.051,806.6873
"2844",71.076,801.2904
"2845",71.101,795.8958
"2846",71.126,789.2969
"2847",71.151,782.7004
"2848",71.176,784.9932
"2849",71.201,787.2887
"2850",71.226,785.7468
"2851",71.251,784.2077
"2852",71.276,782.3422
"2853",71.301,780.4795
"2854",71.326,779.4975
"2855",71.351,778.5184
"2856",71.376,778.8589
"2857",71.401,779.2024
"2858",71.426,779.4394
"2859",71.451,779.6795
"2860",71.476,771.4751
"2861",71.501,763.2739
"2862",71.526,752.9915
"2863",71.551,742.7126
"2864",71.576,739.3491
"2865",71.601,735.9891
"2866",71.626,735.1561
"2867",71.651,734.3268
"2868",71.676,729.3321
"2869",71.701,724.3412
"2870",71.726,725.8272
"2871",71.751,727.3171
"2872",71.776,732.3218
"2873",71.801,737.3304
"2874",71.826,731.0427
"2875",71.851,724.7592
"2876",71.876,717.8215
"2877",71.901,710.8881
"2878",71.926,707.5796
"2879",71.951,704.2754
"2880",71.976,704.7059
"2881",72.001,705.1408
"2882",72.026,708.8717
"2883",72.051,712.6071
"2884",72.076,709.7642
"2885",72.101,706.9259
"2886",72.126,701.6784
"2887",72.151,696.4354
"2888",72.176,696.0243
"2889",72.201,695.6176
"2890",72.226,695.764
"2891",72.251,695.9149
"2892",72.276,695.7411
"2893",72.301,695.5717
"2894",72.326,690.1406
"2895",72.351,684.714
"2896",72.376,682.3637
"2897",72.401,680.0178
"2898",72.426,678.4444
"2899",72.451,676.8754
"2900",72.476,673.2263
"2901",72.501,669.5815
"2902",72.526,667.5868
"2903",72.551,665.5966
"2904",72.576,663.3912
"2905",72.601,661.1903
"2906",72.626,658.7743
"2907",72.651,656.3626
"2908",72.676,656.5884
"2909",72.701,656.8185
"2910",72.726,651.0188
"2911",72.751,645.2234
"2912",72.776,641.846
"2913",72.801,638.4729
"2914",72.826,643.1131
"2915",72.851,647.7577
"2916",72.876,642.3129
"2917",72.901,636.8724
"2918",72.926,639.0064
"2919",72.951,641.1447
"2920",72.976,672.2515
"2921",73.001,703.3625
"2922",73.026,733.2709
"2923",73.051,763.1835
"2924",73.076,770.9384
"2925",73.101,778.6974
"2926",73.126,776.2574
"2927",73.151,773.8216
"2928",73.176,770.2929
"2929",73.201,766.7684
"2930",73.226,773.9999
"2931",73.251,781.2356
"2932",73.276,782.6607
"2933",73.301,784.09
"2934",73.326,786.0719
"2935",73.351,788.0581
"2936",73.376,786.3181
"2937",73.401,784.5823
"2938",73.426,781.0951
"2939",73.451,777.6122
"2940",73.476,779.6189
"2941",73.501,781.6298
"2942",73.526,783.9739
"2943",73.551,786.3221
"2944",73.576,780.1168
"2945",73.601,773.9156
"2946",73.626,770.1321
"2947",73.651,766.3526
"2948",73.676,773.4388
"2949",73.701,780.5291
"2950",73.726,781.1503
"2951",73.751,781.7756
"2952",73.776,773.4084
"2953",73.801,765.0453
"2954",73.826,766.1215
"2955",73.851,767.2016
"2956",73.876,770.3703
"2957",73.901,773.5431
"2958",73.926,771.8924
"2959",73.951,770.2457
"2960",73.976,768.2738
"2961",74.001,766.3059
"2962",74.026,771.1441
"2963",74.051,775.9862
"2964",74.076,778.4184
"2965",74.101,780.8544
"2966",74.126,776.053
"2967",74.151,771.2552
"2968",74.176,769.6426
"2969",74.201,768.0334
"2970",74.226,762.478
"2971",74.251,756.9259
"2972",74.276,756.8627
"2973",74.301,756.8027
"2974",74.326,757.5139
"2975",74.351,758.228
"2976",74.376,761.5783
"2977",74.401,764.9314
"2978",74.426,767.5194
"2979",74.451,770.1102
"2980",74.476,760.8546
"2981",74.501,751.6018
"2982",74.526,749.8119
"2983",74.551,748.0245
"2984",74.576,746.0202
"2985",74.601,744.0181
"2986",74.626,750.576
"2987",74.651,757.1361
"2988",74.676,754.8116
"2989",74.701,752.4892
"2990",74.726,735.3575
"2991",74.751,718.2277
"2992",74.776,715.6917
"2993",74.801,713.1574
"2994",74.826,706.6752
"2995",74.851,700.1947
"2996",74.876,686.1455
"2997",74.901,672.0979
"2998",74.926,659.8071
"2999",74.951,647.5177
"3000",74.976,649.1632
"3001",75.001,650.8099
"3002",75.026,660.4669
"3003",75.051,670.1249
"3004",75.076,673.9692
"3005",75.101,677.8144
"3006",75.126,667.5076
"3007",75.151,657.2016
"3008",75.176,661.4881
"3009",75.201,665.7754
"3010",75.226,659.7503
"3011",75.251,653.7257
"3012",75.276,649.3472
"3013",75.301,644.9692
"3014",75.326,644.9801
"3015",75.351,644.9912
"3016",75.376,643.1374
"3017",75.401,641.2837
"3018",75.426,637.0164
"3019",75.451,632.7491
"3020",75.476,629.0302
"3021",75.501,625.3113
"3022",75.526,628.8331
"3023",75.551,632.3547
"3024",75.576,632.6943
"3025",75.601,633.0334
"3026",75.626,630.9584
"3027",75.651,628.8827
"3028",75.676,626.3677
"3029",75.701,623.8519
"3030",75.726,627.9181
"3031",75.751,631.9834
"3032",75.776,627.6
"3033",75.801,623.2156
"3034",75.826,624.8643
"3035",75.851,626.5119
"3036",75.876,621.795
"3037",75.901,617.0768
"3038",75.926,618.7207
"3039",75.951,620.3631
"3040",75.976,623.1012
"3041",76.001,625.8378
"3042",76.026,622.5386
"3043",76.051,619.2378
"3044",76.076,619.7755
"3045",76.101,620.3117
"3046",76.126,617.9939
"3047",76.151,615.6747
"3048",76.176,611.5987
"3049",76.201,607.5215
"3050",76.226,607.2829
"3051",76.251,607.0431
"3052",76.276,601.8651
"3053",76.301,596.6859
"3054",76.326,599.4049
"3055",76.351,602.1229
"3056",76.376,603.3039
"3057",76.401,604.4839
"3058",76.426,605.3338
"3059",76.451,606.1828
"3060",76.476,602.3133
"3061",76.501,598.443
"3062",76.526,593.036
"3063",76.551,587.6282
"3064",76.576,587.9249
"3065",76.601,588.2208
"3066",76.626,590.0522
"3067",76.651,591.883
"3068",76.676,590.0927
"3069",76.701,588.302
"3070",76.726,584.4263
"3071",76.751,580.5502
"3072",76.776,579.1971
"3073",76.801,577.8437
"3074",76.826,577.1484
"3075",76.851,576.4528
"3076",76.876,570.2713
"3077",76.901,564.0898
"3078",76.926,567.124
"3079",76.951,570.1581
"3080",76.976,566.39
"3081",77.001,562.622
"3082",77.026,557.0986
"3083",77.051,551.5753
"3084",77.076,571.8347
"3085",77.101,592.0943
"3086",77.126,621.6797
"3087",77.151,651.2654
"3088",77.176,664.7236
"3089",77.201,678.1821
"3090",77.226,680.7795
"3091",77.251,683.3773
"3092",77.276,676.9791
"3093",77.301,670.5814
"3094",77.326,670.5476
"3095",77.351,670.5145
"3096",77.376,670.482
"3097",77.401,670.4502
"3098",77.426,673.8202
"3099",77.451,677.1909
"3100",77.476,683.5248
"3101",77.501,689.8595
"3102",77.526,678.9701
"3103",77.551,668.0817
"3104",77.576,673.2124
"3105",77.601,678.3441
"3106",77.626,679.6368
"3107",77.651,680.9307
"3108",77.676,674.5458
"3109",77.701,668.1621
"3110",77.726,666.3876
"3111",77.751,664.6144
"3112",77.776,667.1212
"3113",77.801,669.6295
"3114",77.826,671.9196
"3115",77.851,674.2112
"3116",77.876,673.3227
"3117",77.901,672.4356
"3118",77.926,666.613
"3119",77.951,660.792
"3120",77.976,665.176
"3121",78.001,669.5616
"3122",78.026,678.3375
"3123",78.051,687.1152
"3124",78.076,686.3498
"3125",78.101,685.5864
"3126",78.126,680.4366
"3127",78.151,675.289
"3128",78.176,670.4727
"3129",78.201,665.6589
"3130",78.226,661.5057
"3131",78.251,657.3552
"3132",78.276,659.79
"3133",78.301,662.2275
"3134",78.326,660.1697
"3135",78.351,658.1147
"3136",78.376,653.32
"3137",78.401,648.5283
"3138",78.426,643.3009
"3139",78.451,638.0769
"3140",78.476,631.6493
"3141",78.501,625.2252
"3142",78.526,609.1499
"3143",78.551,593.0783
"3144",78.576,589.1885
"3145",78.601,585.3025
"3146",78.626,582.4079
"3147",78.651,579.5172
"3148",78.676,581.7872
"3149",78.701,584.0613
"3150",78.726,590.1797
"3151",78.751,596.3025
"3152",78.776,602.9782
"3153",78.801,609.6585
"3154",78.826,615.356
"3155",78.851,621.0583
"3156",78.876,623.0351
"3157",78.901,625.0169
"3158",78.926,621.4083
"3159",78.951,617.8047
"3160",78.976,618.5949
"3161",79.001,619.3904
"3162",79.026,617.4483
"3163",79.051,615.5118
"3164",79.076,609.302
"3165",79.101,603.0978
"3166",79.126,598.6548
"3167",79.151,594.2176
"3168",79.176,600.4284
"3169",79.201,606.6453
"3170",79.226,605.5174
"3171",79.251,604.3958
"3172",79.276,599.4405
"3173",79.301,594.4915
"3174",79.326,601.8369
"3175",79.351,609.1888
"3176",79.376,604.2595
"3177",79.401,599.3369
"3178",79.426,589.1549
"3179",79.451,578.9798
"3180",79.476,579.8928
"3181",79.501,580.8128
"3182",79.526,575.5961
"3183",79.551,570.3866
"3184",79.576,574.949
"3185",79.601,579.5189
"3186",79.626,576.3066
"3187",79.651,573.102
"3188",79.676,571.7703
"3189",79.701,570.4464
"3190",79.726,576.3714
"3191",79.751,582.3044
"3192",79.776,579.2491
"3193",79.801,576.202
"3194",79.826,571.298
"3195",79.851,566.4023
"3196",79.876,566.1231
"3197",79.901,565.8524
"3198",79.926,588.6301
"3199",79.951,611.4165
"3200",79.976,610.8429
"3201",80.001,610.2782
"3202",80.026,608.8447
"3203",80.051,607.4202
"3204",80.076,605.1268
"3205",80.101,602.8422
"3206",80.126,600.1274
"3207",80.151,597.4212
"3208",80.176,600.0995
"3209",80.201,602.7862
"3210",80.226,602.6288
"3211",80.251,602.4797
"3212",80.276,598.4988
"3213",80.301,594.5261
"3214",80.326,595.6083
"3215",80.351,596.6984
"3216",80.376,600.7587
"3217",80.401,604.8269
"3218",80.426,601.6617
"3219",80.451,598.5043
"3220",80.476,597.5487
"3221",80.501,596.6006
"3222",80.526,590.1743
"3223",80.551,583.7554
"3224",80.576,585.682
"3225",80.601,587.6158
"3226",80.626,591.751
"3227",80.651,595.8933
"3228",80.676,593.7889
"3229",80.701,591.6914
"3230",80.726,591.5756
"3231",80.751,591.4666
"3232",80.776,589.9379
"3233",80.801,588.4159
"3234",80.826,587.4489
"3235",80.851,586.4884
"3236",80.876,584.108
"3237",80.901,581.7339
"3238",80.926,588.8013
"3239",80.951,595.8748
"3240",80.976,595.1648
"3241",81.001,594.4608
"3242",81.026,592.885
"3243",81.051,591.315
"3244",81.076,593.8101
"3245",81.101,596.3109
"3246",81.126,592.7831
"3247",81.151,589.2608
"3248",81.176,584.0983
"3249",81.201,578.9411
"3250",81.226,583.0051
"3251",81.251,587.0743
"3252",81.276,590.1612
"3253",81.301,593.2532
"3254",81.326,596.1307
"3255",81.351,599.0132
"3256",81.376,596.6342
"3257",81.401,594.26
"3258",81.426,589.9156
"3259",81.451,585.5758
"3260",81.476,584.6417
"3261",81.501,583.7119
"3262",81.526,581.47
"3263",81.551,579.2323
"3264",81.576,584.4594
"3265",81.601,589.6906
"3266",81.626,590.8664
"3267",81.651,592.0462
"3268",81.676,588.5123
"3269",81.701,584.9822
"3270",81.726,587.3803
"3271",81.751,589.7821
"3272",81.776,587.0309
"3273",81.801,584.2833
"3274",81.826,585.8179
"3275",81.851,587.3559
"3276",81.876,587.1417
"3277",81.901,586.9308
"3278",81.926,584.1995
"3279",81.951,581.4713
"3280",81.976,585.4386
"3281",82.001,589.4088
"3282",82.026,589.2127
"3283",82.051,589.0192
"3284",82.076,589.0477
"3285",82.101,589.0786
"3286",82.126,588.3438
"3287",82.151,587.611
"3288",82.176,591.3784
"3289",82.201,595.1477
"3290",82.226,590.9096
"3291",82.251,586.673
"3292",82.276,585.0709
"3293",82.301,583.4701
"3294",82.326,583.9549
"3295",82.351,584.4407
"3296",82.376,585.6953
"3297",82.401,586.9506
"3298",82.426,585.7927
"3299",82.451,584.6352
"3300",82.476,580.6255
"3301",82.501,576.6158
"3302",82.526,584.0163
"3303",82.551,591.4166
"3304",82.576,593.8795
"3305",82.601,596.342
"3306",82.626,598.9135
"3307",82.651,601.4843
"3308",82.676,600.2143
"3309",82.701,598.9433
"3310",82.726,601.511
"3311",82.751,604.0774
"3312",82.776,598.9625
"3313",82.801,593.846
