"","age","Ice"
"1147",28.651,1003.69
"1148",28.676,998.9702
"1149",28.701,994.2613
"1150",28.726,997.7923
"1151",28.751,1001.335
"1152",28.776,990.7374
"1153",28.801,980.1524
"1154",28.826,983.2946
"1155",28.851,986.4505
"1156",28.876,987.097
"1157",28.901,987.7579
"1158",28.926,978.9984
"1159",28.951,970.2542
"1160",28.976,967.3405
"1161",29.001,964.4429
"1162",29.026,970.0098
"1163",29.051,975.5937
"1164",29.076,984.4865
"1165",29.101,993.3973
"1166",29.126,984.224
"1167",29.151,975.0696
"1168",29.176,989.9618
"1169",29.201,1004.874
"1170",29.226,989.9645
"1171",29.251,975.076
"1172",29.276,981.0543
"1173",29.301,987.0544
"1174",29.326,976.8393
"1175",29.351,966.647
"1176",29.376,962.9511
"1177",29.401,959.2789
"1178",29.426,960.0195
"1179",29.451,960.7848
"1180",29.476,962.0141
"1181",29.501,963.2692
"1182",29.526,957.419
"1183",29.551,951.5955
"1184",29.576,949.8584
"1185",29.601,948.149
"1186",29.626,956.6709
"1187",29.651,965.2214
"1188",29.676,960.5257
"1189",29.701,955.8595
"1190",29.726,962.1946
"1191",29.751,968.5601
"1192",29.776,958.1705
"1193",29.801,947.8124
"1194",29.826,948.8963
"1195",29.851,950.0126
"1196",29.876,957.4154
"1197",29.901,964.8516
"1198",29.926,949.6111
"1199",29.951,934.4048
"1200",29.976,937.336
"1201",30.001,940.3024
"1202",30.026,949.2288
"1203",30.051,958.19
"1204",30.076,945.681
"1205",30.101,933.2047
"1206",30.126,928.5497
"1207",30.151,923.9254
"1208",30.176,929.0952
"1209",30.201,934.2936
"1210",30.226,916.6993
"1211",30.251,899.1317
"1212",30.276,900.6798
"1213",30.301,902.2524
"1214",30.326,909.2247
"1215",30.351,916.2195
"1216",30.376,925.6496
"1217",30.401,935.1002
"1218",30.426,927.2358
"1219",30.451,919.39
"1220",30.476,925.3856
"1221",30.501,931.3977
"1222",30.526,938.0836
"1223",30.551,944.7841
"1224",30.576,944.6959
"1225",30.601,944.6203
"1226",30.626,938.8511
"1227",30.651,933.0923
"1228",30.676,935.9008
"1229",30.701,938.7177
"1230",30.726,935.6176
"1231",30.751,932.524
"1232",30.776,929.5455
"1233",30.801,926.5716
"1234",30.826,937.9735
"1235",30.851,949.3778
"1236",30.876,947.9472
"1237",30.901,946.517
"1238",30.926,936.8578
"1239",30.951,927.197
"1240",30.976,933.2225
"1241",31.001,939.2445
"1242",31.026,944.7135
"1243",31.051,950.1781
"1244",31.076,942.2535
"1245",31.101,934.3248
"1246",31.126,930.4514
"1247",31.151,926.5742
"1248",31.176,941.3446
"1249",31.201,956.1113
"1250",31.226,948.603
"1251",31.251,941.0913
"1252",31.276,944.9867
"1253",31.301,948.8792
"1254",31.326,948.3802
"1255",31.351,947.8786
"1256",31.376,938.7071
"1257",31.401,929.5332
"1258",31.426,936.2654
"1259",31.451,942.9955
"1260",31.476,940.0689
"1261",31.501,937.1405
"1262",31.526,944.8525
"1263",31.551,952.563
"1264",31.576,948.2036
"1265",31.601,943.843
"1266",31.626,947.4903
"1267",31.651,951.1367
"1268",31.676,945.2372
"1269",31.701,939.337
"1270",31.726,941.4453
"1271",31.751,943.5532
"1272",31.776,921.6337
"1273",31.801,899.7141
"1274",31.826,901.6022
"1275",31.851,903.4905
"1276",31.876,891.7748
"1277",31.901,880.0594
"1278",31.926,876.9023
"1279",31.951,873.746
"1280",31.976,875.4179
"1281",32.001,877.0908
"1282",32.026,877.0095
"1283",32.051,876.9293
"1284",32.076,872.1325
"1285",32.101,867.3369
"1286",32.126,866.9309
"1287",32.151,866.5259
"1288",32.176,856.2477
"1289",32.201,845.9706
"1290",32.226,883.0904
"1291",32.251,920.2112
"1292",32.276,938.3526
"1293",32.301,956.4949
"1294",32.326,955.6577
"1295",32.351,954.8214
"1296",32.376,959.1424
"1297",32.401,963.4642
"1298",32.426,964.6052
"1299",32.451,965.7469
"1300",32.476,960.6357
"1301",32.501,955.5252
"1302",32.526,960.1799
"1303",32.551,964.8352
"1304",32.576,970.8077
"1305",32.601,976.7809
"1306",32.626,981.9866
"1307",32.651,987.1929
"1308",32.676,973.2
"1309",32.701,959.2076
"1310",32.726,949.9334
"1311",32.751,940.6596
"1312",32.776,946.5267
"1313",32.801,952.3942
"1314",32.826,954.8611
"1315",32.851,957.3282
"1316",32.876,959.0278
"1317",32.901,960.7277
"1318",32.926,954.9674
"1319",32.951,949.2074
"1320",32.976,948.9333
"1321",33.001,948.6594
"1322",33.026,952.7743
"1323",33.051,956.8894
"1324",33.076,964.0766
"1325",33.101,971.2639
"1326",33.126,960.0196
"1327",33.151,948.7753
"1328",33.176,926.6696
"1329",33.201,904.5638
"1330",33.226,896.9403
"1331",33.251,889.3167
"1332",33.276,884.5456
"1333",33.301,879.7745
"1334",33.326,877.1975
"1335",33.351,874.6205
"1336",33.376,876.6513
"1337",33.401,878.6819
"1338",33.426,878.5181
"1339",33.451,878.3541
"1340",33.476,870.4003
"1341",33.501,862.4462
"1342",33.526,884.7726
"1343",33.551,907.0988
"1344",33.576,916.9173
"1345",33.601,926.7355
"1346",33.626,935.6757
"1347",33.651,944.6154
"1348",33.676,945.2166
"1349",33.701,945.8173
"1350",33.726,951.9033
"1351",33.751,957.9887
"1352",33.776,958.9171
"1353",33.801,959.845
"1354",33.826,951.0079
"1355",33.851,942.1702
"1356",33.876,947.1558
"1357",33.901,952.1407
"1358",33.926,950.213
"1359",33.951,948.2847
"1360",33.976,949.9762
"1361",34.001,951.667
"1362",34.026,949.0783
"1363",34.051,946.4887
"1364",34.076,955.4182
"1365",34.101,964.3468
"1366",34.126,961.4256
"1367",34.151,958.5034
"1368",34.176,955.6899
"1369",34.201,952.8754
"1370",34.226,950.9376
"1371",34.251,948.9986
"1372",34.276,953.2025
"1373",34.301,957.4051
"1374",34.326,962.1552
"1375",34.351,966.9039
"1376",34.376,962.7647
"1377",34.401,958.6241
"1378",34.426,947.3508
"1379",34.451,936.0761
"1380",34.476,939.282
"1381",34.501,942.4865
"1382",34.526,919.1389
"1383",34.551,895.7898
"1384",34.576,900.9644
"1385",34.601,906.1374
"1386",34.626,905.2745
"1387",34.651,904.4098
"1388",34.676,908.7
"1389",34.701,912.9883
"1390",34.726,917.6039
"1391",34.751,922.2177
"1392",34.776,920.4662
"1393",34.801,918.7127
"1394",34.826,911.3619
"1395",34.851,904.0091
"1396",34.876,893.8016
"1397",34.901,883.5921
"1398",34.926,892.7996
"1399",34.951,902.0049
"1400",34.976,896.7258
"1401",35.001,891.4446
"1402",35.026,893.0729
"1403",35.051,894.6989
"1404",35.076,890.0689
"1405",35.101,885.4364
"1406",35.126,887.2746
"1407",35.151,889.1102
"1408",35.176,886.3354
"1409",35.201,883.558
"1410",35.226,878.6935
"1411",35.251,873.8263
"1412",35.276,872.3575
"1413",35.301,870.886
"1414",35.326,884.5521
"1415",35.351,898.2154
"1416",35.376,928.6619
"1417",35.401,959.1056
"1418",35.426,960.5821
"1419",35.451,962.0556
"1420",35.476,963.197
"1421",35.501,964.3354
"1422",35.526,961.9598
"1423",35.551,959.5812
"1424",35.576,952.5914
"1425",35.601,945.5985
"1426",35.626,952.6455
"1427",35.651,959.6893
"1428",35.676,969.1435
"1429",35.701,978.5943
"1430",35.726,990.6749
"1431",35.751,1002.752
"1432",35.776,1002.867
"1433",35.801,1002.978
"1434",35.826,981.9116
"1435",35.851,960.8413
"1436",35.876,966.8665
"1437",35.901,972.888
"1438",35.926,975.0658
"1439",35.951,977.2399
"1440",35.976,973.0469
"1441",36.001,968.85
"1442",36.026,967.6116
"1443",36.051,966.3693
"1444",36.076,962.2707
"1445",36.101,958.1684
"1446",36.126,961.7421
"1447",36.151,965.3122
"1448",36.176,971.6214
"1449",36.201,977.927
"1450",36.226,973.1479
"1451",36.251,968.3653
"1452",36.276,958.7517
"1453",36.301,949.1345
"1454",36.326,960.7981
"1455",36.351,972.4583
"1456",36.376,962.1724
"1457",36.401,951.8831
"1458",36.426,947.844
"1459",36.451,943.8016
"1460",36.476,960.0527
"1461",36.501,976.3004
"1462",36.526,965.1167
"1463",36.551,953.9297
"1464",36.576,938.6801
"1465",36.601,923.4273
"1466",36.626,925.9448
"1467",36.651,928.4591
"1468",36.676,928.8859
"1469",36.701,929.3095
"1470",36.726,931.1563
"1471",36.751,933.0001
"1472",36.776,923.5404
"1473",36.801,914.0778
"1474",36.826,926.5548
"1475",36.851,939.0289
"1476",36.876,936.4695
"1477",36.901,933.9072
"1478",36.926,936.1694
"1479",36.951,938.4288
"1480",36.976,932.7861
"1481",37.001,927.1407
"1482",37.026,930.5987
"1483",37.051,934.054
"1484",37.076,929.9365
"1485",37.101,925.8163
"1486",37.126,917.5244
"1487",37.151,909.23
"1488",37.176,907.0769
"1489",37.201,904.9213
"1490",37.226,900.1301
"1491",37.251,895.3365
"1492",37.276,898.9883
"1493",37.301,902.6377
"1494",37.326,895.4231
"1495",37.351,888.2062
"1496",37.376,899.1993
"1497",37.401,910.1902
"1498",37.426,909.22
"1499",37.451,908.2476
"1500",37.476,892.3521
"1501",37.501,876.4543
"1502",37.526,881.9485
"1503",37.551,887.4405
"1504",37.576,881.4105
"1505",37.601,875.3785
"1506",37.626,879.7672
"1507",37.651,884.1539
"1508",37.676,881.2975
"1509",37.701,878.4392
"1510",37.726,876.2373
"1511",37.751,874.0334
"1512",37.776,877.5328
"1513",37.801,881.0303
"1514",37.826,881.7831
"1515",37.851,882.5342
"1516",37.876,881.4185
"1517",37.901,880.3009
"1518",37.926,884.3383
"1519",37.951,888.3739
"1520",37.976,884.2891
"1521",38.001,880.2028
"1522",38.026,875.5662
"1523",38.051,870.9282
"1524",38.076,869.2508
"1525",38.101,867.572
"1526",38.126,872.5842
"1527",38.151,877.5949
"1528",38.176,868.9999
"1529",38.201,860.4035
"1530",38.226,859.4856
"1531",38.251,858.5665
"1532",38.276,867.8493
"1533",38.301,877.131
"1534",38.326,907.3666
"1535",38.351,937.601
"1536",38.376,943.3682
"1537",38.401,949.1344
"1538",38.426,954.2412
"1539",38.451,959.3469
"1540",38.476,953.4802
"1541",38.501,947.6126
"1542",38.526,946.2423
"1543",38.551,944.871
"1544",38.576,951.3981
"1545",38.601,957.9244
"1546",38.626,958.3059
"1547",38.651,958.6865
"1548",38.676,957.4207
"1549",38.701,956.1542
"1550",38.726,956.6423
"1551",38.751,957.1297
"1552",38.776,967.2712
"1553",38.801,977.4121
"1554",38.826,971.7537
"1555",38.851,966.0947
"1556",38.876,965.7014
"1557",38.901,965.3076
"1558",38.926,964.0357
"1559",38.951,962.7633
"1560",38.976,957.5408
"1561",39.001,952.3179
"1562",39.026,950.7152
"1563",39.051,949.1121
"1564",39.076,944.6562
"1565",39.101,940.2001
"1566",39.126,959.7709
"1567",39.151,979.3415
"1568",39.176,975.1041
"1569",39.201,970.8667
"1570",39.226,977.4907
"1571",39.251,984.1147
"1572",39.276,971.7582
"1573",39.301,959.4018
"1574",39.326,961.6371
"1575",39.351,963.8726
"1576",39.376,967.5343
"1577",39.401,971.1962
"1578",39.426,968.056
"1579",39.451,964.916
"1580",39.476,961.2276
"1581",39.501,957.5394
"1582",39.526,963.2868
"1583",39.551,969.0345
"1584",39.576,958.8741
"1585",39.601,948.7141
"1586",39.626,957.6446
"1587",39.651,966.5754
"1588",39.676,968.3753
"1589",39.701,970.1758
"1590",39.726,951.7895
"1591",39.751,933.4038
"1592",39.776,953.7473
"1593",39.801,974.0914
"1594",39.826,960.7542
"1595",39.851,947.4178
"1596",39.876,950.3195
"1597",39.901,953.2219
"1598",39.926,956.1251
"1599",39.951,959.0291
"1600",39.976,958.7522
"1601",40.001,958.4762
"1602",40.026,959.4078
"1603",40.051,960.3403
"1604",40.076,948.1081
"1605",40.101,935.8767
"1606",40.126,923.2072
"1607",40.151,910.5384
"1608",40.176,906.6474
"1609",40.201,902.757
"1610",40.226,898.0994
"1611",40.251,893.4423
"1612",40.276,891.5287
"1613",40.301,889.6157
"1614",40.326,917.8743
"1615",40.351,946.1335
"1616",40.376,939.7238
"1617",40.401,933.3147
"1618",40.426,935.7927
"1619",40.451,938.2712
"1620",40.476,935.5935
"1621",40.501,932.9163
"1622",40.526,935.0667
"1623",40.551,937.2175
"1624",40.576,934.6509
"1625",40.601,932.0846
"1626",40.626,932.9197
"1627",40.651,933.7549
"1628",40.676,931.299
"1629",40.701,928.8432
"1630",40.726,937.688
"1631",40.751,946.533
"1632",40.776,951.2089
"1633",40.801,955.8849
"1634",40.826,955.5141
"1635",40.851,955.1433
"1636",40.876,951.5909
"1637",40.901,948.0384
"1638",40.926,955.128
"1639",40.951,962.2175
"1640",40.976,963.1629
"1641",41.001,964.1082
"1642",41.026,947.8284
"1643",41.051,931.5484
"1644",41.076,928.1046
"1645",41.101,924.6606
"1646",41.126,923.9591
"1647",41.151,923.2573
"1648",41.176,920.0317
"1649",41.201,916.8058
"1650",41.226,907.1065
"1651",41.251,897.4068
"1652",41.276,888.5843
"1653",41.301,879.7614
"1654",41.326,876.8625
"1655",41.351,873.963
"1656",41.376,881.1567
"1657",41.401,888.3498
"1658",41.426,877.2202
"1659",41.451,866.09
"1660",41.476,872.9521
"1661",41.501,879.8135
"1662",41.526,871.5338
"1663",41.551,863.2534
"1664",41.576,865.7242
"1665",41.601,868.1942
"1666",41.626,860.8989
"1667",41.651,853.6028
"1668",41.676,854.8634
"1669",41.701,856.1232
"1670",41.726,889.0891
"1671",41.751,922.0541
"1672",41.776,925.1763
"1673",41.801,928.2974
"1674",41.826,935.1478
"1675",41.851,941.9971
"1676",41.876,932.8273
"1677",41.901,923.6564
"1678",41.926,927.9791
"1679",41.951,932.3007
"1680",41.976,930.3674
"1681",42.001,928.433
"1682",42.026,937.5784
"1683",42.051,946.7226
"1684",42.076,941.3835
"1685",42.101,936.0432
"1686",42.126,932.1282
"1687",42.151,928.2121
"1688",42.176,938.9964
"1689",42.201,949.7797
"1690",42.226,938.7292
"1691",42.251,927.6776
"1692",42.276,934.9472
"1693",42.301,942.2159
"1694",42.326,937.6347
"1695",42.351,933.0526
"1696",42.376,931.761
"1697",42.401,930.4687
"1698",42.426,919.9596
"1699",42.451,909.4498
"1700",42.476,917.2614
"1701",42.501,925.0722
"1702",42.526,922.0208
"1703",42.551,918.9687
"1704",42.576,904.1767
"1705",42.601,889.384
"1706",42.626,890.2798
"1707",42.651,891.175
"1708",42.676,890.4241
"1709",42.701,889.6726
"1710",42.726,891.5537
"1711",42.751,893.4344
"1712",42.776,898.8255
"1713",42.801,904.2163
"1714",42.826,899.0742
"1715",42.851,893.9318
"1716",42.876,893.1776
"1717",42.901,892.4231
"1718",42.926,886.841
"1719",42.951,881.2586
"1720",42.976,874.6887
"1721",43.001,868.1185
"1722",43.026,866.595
"1723",43.051,865.0714
"1724",43.076,862.3409
"1725",43.101,859.6102
"1726",43.126,859.1836
"1727",43.151,858.7568
"1728",43.176,855.4776
"1729",43.201,852.1984
"1730",43.226,852.6495
"1731",43.251,853.1007
"1732",43.276,847.6275
"1733",43.301,842.1545
"1734",43.326,836.4622
"1735",43.351,830.7701
"1736",43.376,833.6358
"1737",43.401,836.5018
"1738",43.426,843.976
"1739",43.451,851.4505
"1740",43.476,857.2796
"1741",43.501,863.1091
"1742",43.526,858.0774
"1743",43.551,853.0461
"1744",43.576,849.8804
"1745",43.601,846.7151
"1746",43.626,853.8633
"1747",43.651,861.0121
"1748",43.676,881.5463
"1749",43.701,902.0812
"1750",43.726,909.9996
"1751",43.751,917.9187
"1752",43.776,923.0955
"1753",43.801,928.2731
"1754",43.826,928.624
"1755",43.851,928.9756
"1756",43.876,937.1176
"1757",43.901,945.2604
"1758",43.926,944.8464
"1759",43.951,944.4332
"1760",43.976,936.2312
"1761",44.001,928.0301
"1762",44.026,916.4289
"1763",44.051,904.8285
"1764",44.076,906.8335
"1765",44.101,908.8395
"1766",44.126,910.5172
"1767",44.151,912.1959
"1768",44.176,907.0733
"1769",44.201,901.9516
"1770",44.226,907.912
"1771",44.251,913.8733
"1772",44.276,924.4435
"1773",44.301,935.0147
"1774",44.326,920.7917
"1775",44.351,906.5698
"1776",44.376,905.5144
"1777",44.401,904.4599
"1778",44.426,912.6224
"1779",44.451,920.7859
"1780",44.476,925.5493
"1781",44.501,930.3138
"1782",44.526,927.509
"1783",44.551,924.7054
"1784",44.576,912.6868
"1785",44.601,900.6693
"1786",44.626,914.1063
"1787",44.651,927.5443
"1788",44.676,917.6146
"1789",44.701,907.6859
"1790",44.726,899.6234
"1791",44.751,891.562
"1792",44.776,878.6743
"1793",44.801,865.7877
"1794",44.826,858.1684
"1795",44.851,850.5502
"1796",44.876,854.2336
"1797",44.901,857.9181
"1798",44.926,864.8951
"1799",44.951,871.8732
"1800",44.976,882.3633
"1801",45.001,892.8545
"1802",45.026,892.2659
"1803",45.051,891.6784
"1804",45.076,881.5471
"1805",45.101,871.4169
"1806",45.126,869.1872
"1807",45.151,866.9587
"1808",45.176,872.8501
"1809",45.201,878.7427
"1810",45.226,876.4081
"1811",45.251,874.0746
"1812",45.276,884.4691
"1813",45.301,894.8648
"1814",45.326,885.4036
"1815",45.351,875.9436
"1816",45.376,870.5443
"1817",45.401,865.1462
"1818",45.426,865.3447
"1819",45.451,865.5445
"1820",45.476,868.1592
"1821",45.501,870.7751
"1822",45.526,866.4804
"1823",45.551,862.1869
"1824",45.576,863.7096
"1825",45.601,865.2335
"1826",45.626,859.4079
"1827",45.651,853.5836
"1828",45.676,861.2553
"1829",45.701,868.9283
"1830",45.726,870.349
"1831",45.751,871.771
"1832",45.776,868.8058
"1833",45.801,865.842
"1834",45.826,859.5881
"1835",45.851,853.3355
"1836",45.876,844.4511
"1837",45.901,835.5681
"1838",45.926,843.1435
"1839",45.951,850.7201
"1840",45.976,851.0571
"1841",46.001,851.3955
"1842",46.026,843.2873
"1843",46.051,835.1805
"1844",46.076,835.5229
"1845",46.101,835.8666
"1846",46.126,836.431
"1847",46.151,836.9966
"1848",46.176,835.5886
"1849",46.201,834.1818
"1850",46.226,833.215
"1851",46.251,832.2492
"1852",46.276,834.576
"1853",46.301,836.9038
"1854",46.326,832.9791
"1855",46.351,829.0553
"1856",46.376,835.1163
"1857",46.401,841.1784
"1858",46.426,836.3797
"1859",46.451,831.5819
"1860",46.476,820.9703
"1861",46.501,810.3594
"1862",46.526,816.8645
"1863",46.551,823.3705
"1864",46.576,823.7332
"1865",46.601,824.0967
"1866",46.626,823.2539
"1867",46.651,822.4119
"1868",46.676,818.8276
"1869",46.701,815.244
"1870",46.726,818.1339
"1871",46.751,821.0245
"1872",46.776,822.9281
"1873",46.801,824.8321
"1874",46.826,824.9813
"1875",46.851,825.1308
"1876",46.876,823.4156
"1877",46.901,821.7008
"1878",46.926,811.0996
"1879",46.951,800.4986
"1880",46.976,805.5869
"1881",47.001,810.6755
"1882",47.026,818.0682
"1883",47.051,825.4612
"1884",47.076,812.8865
"1885",47.101,800.312
"1886",47.126,800.9031
"1887",47.151,801.4943
"1888",47.176,797.2581
"1889",47.201,793.022
"1890",47.226,798.2212
"1891",47.251,803.4203
"1892",47.276,794.1373
"1893",47.301,784.8542
"1894",47.326,816.7132
"1895",47.351,848.5722
"1896",47.376,871.1053
"1897",47.401,893.6382
"1898",47.426,898.6168
"1899",47.451,903.5952
"1900",47.476,904.5138
"1901",47.501,905.4321
"1902",47.526,902.181
"1903",47.551,898.9294
"1904",47.576,894.1415
"1905",47.601,889.3531
"1906",47.626,899.3755
"1907",47.651,909.3974
"1908",47.676,905.2657
"1909",47.701,901.1335
"1910",47.726,906.1069
"1911",47.751,911.0797
"1912",47.776,903.5445
"1913",47.801,896.0087
"1914",47.826,890.6664
"1915",47.851,885.3233
"1916",47.876,894.7908
"1917",47.901,904.2574
"1918",47.926,912.5164
"1919",47.951,920.7745
"1920",47.976,920.4741
"1921",48.001,920.1728
"1922",48.026,911.2033
"1923",48.051,902.2328
"1924",48.076,893.1516
"1925",48.101,884.0694
"1926",48.126,884.4216
"1927",48.151,884.7727
"1928",48.176,897.1913
"1929",48.201,909.6088
"1930",48.226,916.8687
"1931",48.251,924.1276
"1932",48.276,920.1947
"1933",48.301,916.2607
"1934",48.326,909.9119
"1935",48.351,903.562
"1936",48.376,896.8818
"1937",48.401,890.2005
"1938",48.426,899.6458
"1939",48.451,909.0899
"1940",48.476,906.1354
"1941",48.501,903.1796
"1942",48.526,903.7334
"1943",48.551,904.286
"1944",48.576,905.8247
"1945",48.601,907.3623
"1946",48.626,917.4561
"1947",48.651,927.5487
"1948",48.676,925.6813
"1949",48.701,923.8126
"1950",48.726,919.09
"1951",48.751,914.3661
"1952",48.776,914.3585
"1953",48.801,914.3496
"1954",48.826,906.6593
"1955",48.851,898.9677
"1956",48.876,894.8953
"1957",48.901,890.8214
"1958",48.926,887.2946
"1959",48.951,883.7664
"1960",48.976,877.7134
"1961",49.001,871.6588
"1962",49.026,864.5057
"1963",49.051,857.3511
"1964",49.076,859.6303
"1965",49.101,861.908
"1966",49.126,863.1967
"1967",49.151,864.4839
"1968",49.176,863.4656
"1969",49.201,862.4456
"1970",49.226,859.0104
"1971",49.251,855.5736
"1972",49.276,858.0597
"1973",49.301,860.5442
"1974",49.326,850.1906
"1975",49.351,839.8354
"1976",49.376,835.403
"1977",49.401,830.9689
"1978",49.426,829.605
"1979",49.451,828.2395
"1980",49.476,826.8723
"1981",49.501,825.5033
"1982",49.526,839.3827
"1983",49.551,853.2603
"1984",49.576,866.3681
"1985",49.601,879.4742
"1986",49.626,854.0692
"1987",49.651,828.6624
"1988",49.676,824.8672
"1989",49.701,821.0702
"1990",49.726,821.2209
"1991",49.751,821.3699
"1992",49.776,842.0332
"1993",49.801,862.6947
"1994",49.826,867.3362
"1995",49.851,871.9757
"1996",49.876,877.6007
"1997",49.901,883.2238
"1998",49.926,880.0679
"1999",49.951,876.91
"2000",49.976,870.1296
"2001",50.001,863.3471
"2002",50.026,859.6347
"2003",50.051,855.9203
"2004",50.076,858.7868
"2005",50.101,861.6515
"2006",50.126,848.606
"2007",50.151,835.5589
"2008",50.176,837.7603
"2009",50.201,839.9601
"2010",50.226,839.8545
"2011",50.251,839.7475
"2012",50.276,839.0905
"2013",50.301,838.4323
"2014",50.326,837.4437
"2015",50.351,836.454
"2016",50.376,839.742
"2017",50.401,843.029
"2018",50.426,846.754
"2019",50.451,850.478
"2020",50.476,846.0825
"2021",50.501,841.6862
"2022",50.526,835.6436
"2023",50.551,829.6004
"2024",50.576,830.4685
"2025",50.601,831.3361
"2026",50.626,837.3599
"2027",50.651,843.3833
"2028",50.676,840.1906
"2029",50.701,836.9977
"2030",50.726,835.8891
"2031",50.751,834.7805
"2032",50.776,838.3895
"2033",50.801,841.9986
"2034",50.826,842.2068
"2035",50.851,842.4151
"2036",50.876,840.1003
"2037",50.901,837.7858
"2038",50.926,834.4843
"2039",50.951,831.1833
"2040",50.976,834.7947
"2041",51.001,838.4067
"2042",51.026,827.5372
"2043",51.051,816.6685
"2044",51.076,824.7809
"2045",51.101,832.8942
"2046",51.126,833.3285
"2047",51.151,833.7638
"2048",51.176,829.0437
"2049",51.201,824.3247
"2050",51.226,825.4217
"2051",51.251,826.5199
"2052",51.276,823.7796
"2053",51.301,821.0406
"2054",51.326,827.519
"2055",51.351,833.9989
"2056",51.376,833.7879
"2057",51.401,833.5786
"2058",51.426,827.1174
"2059",51.451,820.658
"2060",51.476,824.6232
"2061",51.501,828.5903
"2062",51.526,829.1583
"2063",51.551,829.7284
"2064",51.576,827.8869
"2065",51.601,826.0477
"2066",51.626,821.797
"2067",51.651,817.5487
"2068",51.676,824.274
"2069",51.701,831.0019
"2070",51.726,830.6009
"2071",51.751,830.2025
"2072",51.776,827.1737
"2073",51.801,824.1477
"2074",51.826,828.5849
"2075",51.851,833.0249
"2076",51.876,835.2737
"2077",51.901,837.5255
"2078",51.926,823.5428
"2079",51.951,809.5633
"2080",51.976,816.3227
"2081",52.001,823.0854
"2082",52.026,815.9178
"2083",52.051,808.7536
"2084",52.076,818.1593
"2085",52.101,827.5683
"2086",52.126,831.1657
"2087",52.151,834.7662
"2088",52.176,834.9689
"2089",52.201,835.1746
"2090",52.226,838.8943
"2091",52.251,842.6171
"2092",52.276,830.1054
"2093",52.301,817.5966
"2094",52.326,804.8715
"2095",52.351,792.1493
"2096",52.376,793.8024
"2097",52.401,795.4585
"2098",52.426,801.067
"2099",52.451,806.6784
"2100",52.476,808.4527
"2101",52.501,810.2297
"2102",52.526,809.157
"2103",52.551,808.0869
"2104",52.576,798.9008
"2105",52.601,789.7174
"2106",52.626,793.8119
"2107",52.651,797.909
"2108",52.676,803.2154
"2109",52.701,808.5245
"2110",52.726,803.3036
"2111",52.751,798.0852
"2112",52.776,796.5995
"2113",52.801,795.1162
"2114",52.826,789.9051
"2115",52.851,784.6963
"2116",52.876,784.5367
"2117",52.901,784.3794
"2118",52.926,794.318
"2119",52.951,804.2588
"2120",52.976,798.7324
"2121",53.001,793.2081
"2122",53.026,801.4001
"2123",53.051,809.5942
"2124",53.076,803.3083
"2125",53.101,797.0246
"2126",53.126,789.8651
"2127",53.151,782.7077
"2128",53.176,790.4732
"2129",53.201,798.2407
"2130",53.226,792.5154
"2131",53.251,786.7921
"2132",53.276,796.7595
"2133",53.301,806.7288
"2134",53.326,804.4121
"2135",53.351,802.0971
"2136",53.376,800.8811
"2137",53.401,799.6667
"2138",53.426,800.0998
"2139",53.451,800.5345
"2140",53.476,796.692
"2141",53.501,792.8512
"2142",53.526,793.181
"2143",53.551,793.5124
"2144",53.576,796.6978
"2145",53.601,799.8848
"2146",53.626,796.0515
"2147",53.651,792.2197
"2148",53.676,793.3264
"2149",53.701,794.4345
"2150",53.726,789.9485
"2151",53.751,785.4639
"2152",53.776,791.9518
"2153",53.801,798.441
"2154",53.826,798.239
"2155",53.851,798.0381
"2156",53.876,797.0704
"2157",53.901,796.1039
"2158",53.926,788.9946
"2159",53.951,781.8863
"2160",53.976,783.0075
"2161",54.001,784.1298
"2162",54.026,791.5067
"2163",54.051,798.8847
"2164",54.076,788.0512
"2165",54.101,777.2188
"2166",54.126,786.4648
"2167",54.151,795.7119
"2168",54.176,790.5875
"2169",54.201,785.4642
"2170",54.226,785.2789
"2171",54.251,785.0946
"2172",54.276,786.9959
"2173",54.301,788.8983
"2174",54.326,785.7548
"2175",54.351,782.6123
"2176",54.376,779.3612
"2177",54.401,776.111
"2178",54.426,784.9303
"2179",54.451,793.7506
"2180",54.476,795.2212
"2181",54.501,796.6928
"2182",54.526,793.7769
"2183",54.551,790.862
"2184",54.576,784.8762
"2185",54.601,778.8914
"2186",54.626,773.2368
"2187",54.651,767.5832
"2188",54.676,766.4288
"2189",54.701,765.2755
"2190",54.726,787.163
"2191",54.751,809.0515
"2192",54.776,819.5308
"2193",54.801,830.0112
"2194",54.826,808.2371
"2195",54.851,786.4639
"2196",54.876,785.647
"2197",54.901,784.8312
"2198",54.926,785.1135
"2199",54.951,785.3968
"2200",54.976,789.0823
"2201",55.001,792.7689
"2202",55.026,809.4026
"2203",55.051,826.0373
"2204",55.076,846.6228
"2205",55.101,867.2094
"2206",55.126,871.1206
"2207",55.151,875.0329
"2208",55.176,871.2663
"2209",55.201,867.5008
"2210",55.226,870.6482
"2211",55.251,873.7968
"2212",55.276,874.7521
"2213",55.301,875.7085
"2214",55.326,882.9196
"2215",55.351,890.1317
"2216",55.376,881.1074
"2217",55.401,872.0842
"2218",55.426,869.5351
"2219",55.451,866.9871
"2220",55.476,870.1452
"2221",55.501,873.3044
"2222",55.526,868.4556
"2223",55.551,863.6079
"2224",55.576,862.711
"2225",55.601,861.8151
"2226",55.626,855.6541
"2227",55.651,849.4941
"2228",55.676,855.8425
"2229",55.701,862.1921
