time,pico
1,20.09251231964656
26,14.89804048002087
51,9.703971349193553
76,12.84963778584388
101,15.99558950942367
126,21.72985484784412
151,27.46428805132483
176,27.01617803835535
201,26.56811846857714
226,29.57083334951627
251,32.57348125177725
276,35.00087301134884
301,37.42808037037307
326,34.82265315349346
351,32.21692411419781
376,30.18596499462804
401,28.15458663077257
426,26.41029553823579
451,24.66546777954416
476,25.36434906933972
501,26.06257627324954
526,21.58395417417172
551,17.10476902269834
576,19.52672798471707
601,21.94840735227267
626,27.67694895952336
651,33.40549443024393
676,28.4942721114795
701,23.58333711411791
726,24.28035308462446
751,24.97793983446622
776,28.55189135799403
801,32.12669711879022
826,30.09497692832208
851,28.06439443305527
876,25.31617829560984
901,22.56938331129862
926,27.73219493889406
951,32.89671117755637
976,23.54102981606228
1001,14.18733652039742
1026,15.33184806731102
1051,16.47832198593841
1076,23.52168988464881
1101,30.56670908373811
1126,29.56139770446367
1151,28.55742655423296
1176,26.1168139646871
1201,23.67723053285068
1226,22.67634685574826
1251,21.67618126502039
1276,21.53927390461514
1301,21.40277355924992
1326,18.96600288094995
1351,16.5293281463558
1376,18.11850699133683
1401,19.70747070868857
1426,18.13284627082114
1451,16.55769563398969
1476,25.04664619137098
1501,33.53475948149061
1526,29.80041121449788
1551,26.06521073832591
1576,17.72824363543693
1601,9.390682737522408
1626,21.46978833588613
1651,33.54855855337816
1676,26.9353828720793
1701,20.32213022406269
1726,27.51206069024878
1751,34.70217260387105
1776,30.53376872373956
1801,26.36580470519796
1826,22.9173228216695
1851,19.46953921388485
1876,11.85288730411438
1901,4.237192084241719
1926,9.56301795557239
1951,14.89005893095466
1976,14.46713968669739
2001,14.04569395805992
2026,15.78254470909603
2051,17.52087526701701
2076,18.54165934421314
2101,19.56369678576585
2126,25.47548322156456
2151,31.38829657919236
2176,27.52480593507916
2201,23.66211577026662
2226,15.63041707868416
2251,7.599292423874791
2276,10.78367241957186
2301,13.96840000951396
2326,15.57175322647543
2351,17.17522759515392
2376,14.75279672274742
2401,12.3302605595298
2426,22.70415846519588
2451,33.07772463752285
2476,27.347193169096
2501,21.61610352667402
2526,19.62272333611693
2551,17.6287410775049
2576,20.23526268336241
2601,22.84130683698384
2626,23.29019664724127
2651,23.73873362108201
2676,21.88645825410808
2701,20.03395466653692
2726,15.30563290089352
2751,10.57720753047159
2776,12.03139323375636
2801,13.48559994808167
2826,16.0901508875105
2851,18.69484745379917
2876,17.13005617004988
2901,15.56553512897938
2926,9.975433466959208
2951,4.385726663436828
2976,9.292607794973426
3001,14.20000839705058
3026,17.23875044866638
3051,20.27776842617857
3076,16.27142258322928
3101,12.26476927384268
3126,13.86503871935083
3151,15.46441730608754
3176,17.63774379096304
3201,19.80959602473371
3226,18.52889959277175
3251,17.24614551737113
3276,18.26156391467211
3301,19.27434127620088
3326,15.82692489444518
3351,12.37628408458307
3376,10.93508373621682
3401,9.49007556741083
3426,13.21714195968913
3451,16.93981713919401
3476,15.91298317187438
3501,14.88117461612951
3526,14.27574076846406
3551,13.66637541879009
3576,16.07378568751049
3601,18.47980893772133
3626,9.239325736366091
3651,0
3676,1.978147805369861
3701,3.959997559227209
3726,10.11651728812846
3751,16.27928344901592
3776,16.12313329979393
3801,15.97577406605665
3826,18.28278241513005
3851,20.60112616318709
3876,19.19372960697749
3901,17.80021293324994
3926,17.2845440633693
3951,16.78529955946906
3976,11.99027326522273
4001,7.214215791332859
4026,11.51619223755069
4051,15.83684252713732
4076,19.31201294375682
4101,22.80294113030299
4126,18.83147316005693
4151,14.87284688629587
4176,10.63803904576066
4201,6.413156828268538
4226,14.41826432498106
4251,22.43038137129475
4276,14.91952769741505
4301,7.412767499694616
4326,14.14312145506388
4351,20.87465281315058
4376,19.55407719415842
4401,18.23176290444209
4426,13.59925180208844
4451,8.96208595556865
4476,14.23980764373681
4501,19.50995853637448
4526,11.83103337916479
4551,4.143773935560288
4576,10.39570546812076
4601,16.64052626518192
4626,19.42806538372983
4651,22.20971731767311
4676,18.51587624534532
4701,14.81737153930797
4726,12.4088584944311
4751,9.9969053667401
4776,13.76477630225769
4801,17.530430705856
4826,16.1183062752911
4851,14.70518886370206
4876,9.984690141344366
4901,5.264421988857667
4926,10.03464865745682
4951,14.8063294468218
4976,15.5541629608623
5001,16.30467413654326
5026,14.9015594542604
5051,13.50136896378618
5076,18.43020997177154
5101,23.36131981717736
5126,15.35393562858129
5151,7.348164923017664
5176,11.42141953790528
5201,15.49563228143687
5226,21.5834320621873
5251,27.6715346171933
5276,26.13913376599324
5301,24.60638033466066
5326,25.51725107157816
5351,26.42711387397475
5376,21.15298869408077
5401,15.87720022527808
5426,14.91289918844825
5451,13.94627950832133
5476,13.40836134751036
5501,12.86746919779413
5526,17.49960374813658
5551,22.12896498268421
5576,19.56691767258999
5601,17.00308791592637
5626,23.78384100980423
5651,30.56380252633858
5676,25.84085883860502
5701,21.11811444275316
5726,19.41549965204869
5751,17.71407502245097
5776,20.75916222645648
5801,23.80643046079404
5826,15.35376609854028
5851,6.904273635844075
5876,14.41831858019945
5901,21.93652629333796
5926,25.43347903833435
5951,28.9355854213388
5976,28.70499293196486
6001,28.48054493574844
6026,27.25601121412946
6051,26.03724044376698
6076,20.07858218177147
6101,14.12403846102186
6126,20.25052459112555
6151,26.3794768524641
6176,26.03985344291835
6201,25.70104775459684
6226,26.36871387537871
6251,27.03554930737444
6276,26.98181677923274
6301,26.92560515229422
6326,25.28448147559228
6351,23.63923029008246
6376,19.54472296518381
6401,15.44443972146705
6426,18.52668701738699
6451,21.60150998447792
6476,29.41291065561886
6501,37.21523861768402
6526,28.61697478882189
6551,20.01089176266557
6576,22.18265166743441
6601,24.35052464096691
6626,23.49704193763933
6651,22.64360456913334
6676,22.36730912155518
6701,22.09499127485705
6726,25.27939988052888
6751,28.47171835313902
6776,27.79178226744754
6801,27.12368831475215
6826,25.60670694846691
6851,24.10549998123614
